corpus,qid,label,count,lat,lon
en,Q5813,Canary Islands,3,28.536,-15.749
en,Q25263,Azores,3,38.624,-28.031
en,Q1034291,Cape Breton,3,46.15,-60.1667
en,Q82601,Tierra del Fuego,3,-54,-70
en,Q7103795,Oronoque,3,39.7889,-100.025
en,Q3812,Sulawesi,3,-2,121
en,Q492346,Williamsburg,3,37.2708,-76.7069
en,Q730,Suriname,3,4,-56
en,Q978032,Cape Hatteras,3,35.2225,-75.53
en,Q1088201,Barnegat Township,3,39.7685,-74.2769
en,Q122566915,Eutaw Springs,3,33.4068304,-80.3009217
en,Q2601894,Mount Pisgah,3,31.765095,35.719079
en,Q49152,Cape Cod,3,41.70011111111111,-70.03279444444445
en,Q476488,Juniata River,3,40.401388888889,-77.013333333333
en,Q167152,Soissons,3,49.381111111111,3.3225
en,Q1427154,Flannan Isles,3,58.283333333333,-7.5833333333333
en,Q2661824,Kilmainham,3,53.342,-6.308
en,Q124308,Holloway,3,51.557,-0.1173
en,Q852883,Scone,3,56.4179,-3.40404
en,Q1012502,Wick,3,58.44317,-3.09171
en,Q350134,North Atlantic Ocean,3,47,-33
en,Q397026,Mametz,3,49.997222222222,2.7363888888889
en,Q375776,La Bassée,3,50.533611111111,2.8072222222222
en,Q989288,Yankton,3,42.87130555555556,-97.39669444444445
en,Q1002205,Buford,3,34.116944444444,-83.998611111111
en,Q763829,Jezreel Valley,3,32.596388888889,35.241944444444
en,Q1620560,River Frome,3,51.3381,-2.29722
en,Q4923185,Blackmore Vale,3,50.94,-2.31
en,Q4923167,Blackmoor Copse,3,51.0617,-1.66747
en,Q848212,Boscastle,3,50.684,-4.6929
en,Q1346604,River Piddle,3,50.693361111111,-2.0823055555556
en,Q11769,Bering Strait,3,65.75,-168.97694444444446
en,Q15699,León,3,42.598888888889,-5.5669444444444
en,Q285879,Bingen am Rhein,3,49.966944444444,7.895
en,Q1780,Bratislava,3,48.144722222222,17.112777777778
en,Q770599,Shoreham-by-Sea,3,50.8329,-0.2682
en,Q3695915,Brimham Rocks,3,54.08083333333333,-1.6855555555555557
en,Q516131,Skipton,3,53.962,-2.017
en,Q403,Serbia,3,43.95,20.933333333333
en,Q83407,Mons,3,50.4549568,3.951958
en,Q1009561,Bunker Hill Monument,3,42.376361,-71.060778
en,Q370619,Andover,3,42.65843,-71.137
en,Q5955,Altai Mountains,3,49,89
en,Q329967,Paestum,3,40.42,15.005555555556
en,Q47265,Palo Alto,3,37.429166666667,-122.13805555556
en,Q1331750,Lake Pontchartrain,3,30.188888888889,-90.101388888889
en,Q277162,Hammersmith,3,51.4928,-0.2229
en,Q201385,Gulf of Naples,3,40.735277777778,14.275277777778
en,Q880861,Blackheath,3,51.47,0.009
en,Q1408,New Jersey,3,40,-74.5
en,Q5136614,Clun,3,52.42,-3.03
en,Q83318,Bab-el-Mandeb,3,12.583333333333,43.333333333333
en,Q861601,Lookout Mountain,3,34.863713888889,-85.392452777778
en,Q672545,Barmouth,3,52.722,-4.055
en,Q690,Delft,3,52.01166666666666,4.359166666666667
en,Q5818,Córdoba,3,37.883333333333,-4.7666666666667
en,Q20978866,Moriah,3,31.77797222,35.23580556
en,Q1477379,Lulu Island,3,49.168055555556,-123.08055555556
en,Q865849,Birr,3,53.0914,-7.9133
en,Q1236386,Dolores River,3,38.8166529,-109.2673378
en,Q506202,Spotsylvania County,3,38.18,-77.65
en,Q18677875,Normandy,3,49.186388888889,-0.35277777777778
en,Q790669,Isla Aves,3,15.668611111111112,-63.61805555555556
en,Q1638504,Llanberis,3,53.120833333333,-4.1286111111111
en,Q3138,Trier,3,49.75565,6.63935
en,Q2712129,Mogok,3,22.922222222222,96.505277777778
en,Q826769,Maiwand,3,31.73944444,65.14
en,Q1195983,Kohat,3,33.586944444444,71.441388888889
en,Q131716,Kattegat,3,56.928333333333,11.428055555556
en,Q550691,Malwa,3,22.42,75.54
en,Q289273,Luni River,3,24.648265,71.267767
en,Q183539,County Louth,3,53.833333333333,-6.5
en,Q4663616,Abazai,3,34.31861111,71.59305556
en,Q501253,Hai River,3,38.962777777778,117.72666666667
en,Q967690,Praya,3,-8.70777778,116.27305556
en,Q739687,Hooghly River,3,21.866666666667,88.066666666667
en,Q1018540,Leith,3,55.9801,-3.17005
en,Q55634498,Swin,3,51.65,1.1666666666667
en,Q17012,Guadeloupe,3,16.2595,-61.5605
en,Q1774167,Cleonae,3,37.82444444,22.77583333
en,Q151445,Bass Rock,3,56.08,-2.64
en,Q458972,North Berwick Law,3,56.048588888889,-2.7159694444444
en,Q32579,Phrygia,3,39,31
en,Q1012069,Falkland,3,56.25,-3.2
en,Q68816539,St Andrews,3,56.34029316944444,-2.8001162388888887
en,Q36117,Borneo,3,-1,114
en,Q8046974,Yair estate,3,55.586,-2.8695
en,Q40345,Joliet,3,41.52519,-88.0834
en,Q7306780,Reedy River,3,34.304,-82.0893
en,Q1266167,Dunluce Castle,3,55.211388888889,-6.5791666666667
en,Q269980,Newry,3,54.175555555556,-6.3491666666667
en,Q4581143,River Blythe,3,52.466666666667,-1.6791666666667
en,Q13369,Rimini,3,44.059444444444,12.568333333333
en,Q173270,Veracruz,3,19.190277777778,-96.153333333333
en,Q628,Bergamo,3,45.695,9.67
en,Q523240,Concord,3,42.460277777778,-71.349444444444
en,Q4927415,Blomidon,3,45.2183,-64.3725
en,Q3263622,Louisbourg,3,45.919861111111,-59.972805555556
en,Q844533,Fort Beauséjour,3,45.8646,-64.2916
en,Q3398298,Port-Royal,3,44.7417,-65.5153
en,Q311975,Boston,3,52.9746,-0.0214
en,Q20103,Assisi,3,43.07,12.6175
en,Q2999,Würzburg,3,49.794444444444,9.9294444444444
en,Q15203308,Boon Island,3,43.12083333,-70.475
en,Q130272,Chartres,3,48.446666666667,1.4883333333333
en,Q1858056,Katahdin,3,45.904355555556,-68.921275
en,Q39671,Stonehenge,3,51.17888888888889,-1.826111111111111
en,Q894570,Boston Neck,3,42.34394444,-71.06597222
en,Q1792,Gdańsk,3,54.35,18.666666666666668
en,Q193724,Slavkov u Brna,3,49.153275386094,16.876504369244
en,Q1815785,Ruthven Barracks,3,57.072147,-4.039508
en,Q1282,Lazio,3,41.9,12.716666666667
en,Q1335466,Bala Lake,3,52.883333333333,-3.6333333333333
en,Q109128,Gwynedd,3,52.833333333333,-3.9166666666667
en,Q35484,Medina,3,24.47,39.61
en,Q952483,Connemara,3,53.525233,-9.938003
en,Q6482670,Lampton,3,51.475,-0.36
en,Q878430,Scotstown,3,54.277742,-7.067397
en,Q2053939,Pharpar,3,33.416666666667,36.133333333333
en,Q60974,Ottawa River,3,45.56678,-74.38254
en,Q25345031,Tenarus,3,36.401552777778,22.486627777778
en,Q49550,Maó,3,39.889444444444,4.2641666666667
en,Q578351,Kankakee,3,41.12,-87.86
en,Q3077988,Starved Rock State Park,3,41.3214,-88.9903
en,Q22690,Metz,3,49.119722222222,6.1769444444444
en,Q5330799,Eastmanville,3,43.0167,-85.9564
en,Q104356791,Galgorm,3,54.855141,-6.309904
en,Q3215294,Allumette Lake,3,45.89111111111111,-77.22305555555556
en,Q211106,Moray,3,57.416666666667,-3.25
en,Q1050549,Thousand Islands,3,44.333333333333,-76
en,Q448120,Thorold,3,43.116666666667,-79.2
en,Q2957660,Chickamauga,3,34.8747,-85.2928
en,Q52441,Torcello,3,45.498333333333335,12.418333333333333
en,Q754085,Winsted,3,41.921111111111,-73.06
en,Q579696,New Hartford,3,41.841388888889,-73.004166666667
en,Q44112,Cyrene,3,32.816666666667,21.85
en,Q214109,Kea,3,37.6125,24.34
en,Q204905,Elefsina,3,38.04138889,23.54527778
en,Q642810,Missolonghi,3,38.368611111111115,21.42888888888889
en,Q1024896,Looe,3,50.3535,-4.454
en,Q6651322,Little Petherick,3,50.512,-4.937
en,Q1963,Khartoum,3,15.60308,32.52654
en,Q620765,Lydia,3,40,30
en,Q481514,Marsala,3,37.79805555555556,12.434166666666666
en,Q990253,Henley-on-Thames,3,51.536111111111,-0.90277777777778
en,Q620864,Cilicia,3,36.985,35.12
en,Q20989089,Charlecote,3,52.209,-1.617
en,Q1016818,Long Melford,3,52.077,0.718
en,Q597734,Kimmeridge,3,50.617,-2.118
en,Q2749,Augsburg,3,48.36888888888889,10.897777777777778
en,Q21000613,North Witham,3,52.77481,-0.60438
en,Q541956,Wittenberge,3,52.997734,11.75041
en,Q2861,Rostock,3,54.083333333333,12.133333333333
en,Q1729,Erfurt,3,50.97805555555556,11.028888888888888
en,Q192626,Hawaiian Islands,3,20.75,-156.15
en,Q188698,Kīlauea,3,19.421097,-155.286762
en,Q152356,Eifel,3,50.25,6.66667
en,Q807974,Shire of Barcoo,3,-25.287777777778,141.97166666667
en,Q63528001,Mylora,3,-34.731666666667,148.6344444
en,Q676154,Manila Bay,3,14.516666666667,120.76666666667
en,Q5413,Yangtze,3,31.393611111111,121.98305555556
en,Q215646,Edo,3,35.68388888888889,139.77444444444444
en,Q216077,Jiujiang,3,29.70475,116.00206
en,Q2243491,Tintern,3,51.6968,-2.68142
en,Q838143,Gila River,3,32.7205,-114.5575
en,Q202828,Freeport,3,42.291944444444,-89.630277777778
en,Q12798,Vendée,3,46.670556,-1.426667
en,Q4525916,Chaudière Falls,3,45.4206,-75.7222
en,Q59722605,Ballymore,3,52.5899529,-6.4164164
en,Q816543,Ben Ledi,3,56.258659,-4.322375
en,Q3059402,Ettrick,3,55.4188,-3.1708
en,Q1649933,Lanrick Castle,3,56.2007024178269,-4.12281062255357
en,Q2856461,Loch Voil,3,56.347711,-4.42287
en,Q1755020,Tynemouth,3,55.017,-1.423
en,Q211604,Montparnasse,3,48.843638888889,2.3238111111111
en,Q192982,Cluny,3,46.434444444444,4.6591666666667
en,Q12649101,Argolis,3,37.67,22.9
en,Q633819,Arve,3,46.2011,6.1201
en,Q2560226,Wadhurst,3,51.06,0.34
en,Q7355,Yellow River,3,36.12419444444444,116.09766666666667
en,Q14914180,Tremezzina,3,45.98096,9.20284
en,Q1760057,Porta del Popolo,3,41.91152778,12.47597222
en,Q68965,Solothurn,3,47.208055555556,7.5375
en,Q122574,Gulf of Bothnia,3,63,20
en,Q3784701,Helm Crag,3,54.4755,-3.04007
en,Q3826,Muscat,3,23.613888888889,58.592222222222
en,Q16258,Maldonado,3,-34.908825,-54.958086111111
en,Q678,Tonga,3,-20.587778,-174.810278
en,Q5048261,Casco Bay,3,43.633333333333,-70.049444444444
en,Q1748474,Pemigewasset River,3,43.436666666667,-71.648611111111
en,Q1171,Goa,3,15.401944,74.043333
en,Q68150,Altdorf,3,46.880555555556,8.6394444444444
en,Q2993598,Washita River,3,34.0361,-96.5786
en,Q303853,Aspromonte,3,38.166666666667,16
en,Q825673,Kushinagar,3,26.740277777778,83.888888888889
en,Q3708215,Horicon,3,43.705,-73.735277777778
en,Q1792917,Wensley,3,54.30175,-1.8586194444444
en,Q5566677,Glaramara,3,54.483319444444,-3.1653
en,Q1366790,River Teviot,3,55.597831,-2.439561
en,Q11935,Locarno,3,46.166388888889,8.7997222222222
en,Q743031,Dunmail Raise,3,54.496,-3.0404
en,Q7540422,Slieve Aughty,3,53.05,-8.5166666666667
en,Q7232207,Porton,3,51.1286,-1.73222
en,Q4814791,White Nile,2,15.623611111111,32.501944444444
en,Q6878895,Missionary Ridge,2,34.986388888889,-85.278611111111
en,Q368628,Sicyon,2,37.984104,22.711145
en,Q26857,Aetolia,2,38.616666666667,21.4
en,Q320367,Eretria,2,38.40097,23.8022
en,Q24636606,River Wansbeck,2,55.16114,-1.52722
en,Q289542,Mount Monadnock,2,42.860833333333,-72.108055555556
en,Q3711,Belgrade,2,44.81777777777778,20.456944444444446
en,Q499565,Tower Hill,2,51.5085,-0.0782
en,Q669037,West Indies,2,21.98333333,-79.03333333
en,Q1120038,Slieve League,2,54.638055555556,-8.6813888888889
en,Q30610827,Kapilavastu,2,27.576455,83.054978
en,Q7286121,Rajgir hills,2,25.016666666667,85.466666666667
en,Q1922257,Ratnagiri,2,16.983333333333,73.3
en,Q60470927,Barabar,2,25.7364,88.22246
en,Q3242621,Fyfield,2,51.739041666667,0.27216944444444
en,Q5767292,Hinksey,2,51.7333,-1.26667
en,Q162413,Sirte,2,31.2,16.6
en,Q70925,Carnac,2,47.584722222222,-3.0777777777778
en,Q367128,Meillerie,2,46.407222222222,6.7197222222222
en,Q206493,Sèvres,2,48.823055555556,2.2108333333333
en,Q165090,Chambéry,2,45.566388888889,5.9208333333333
en,Q7878579,Tmolus,2,38.35525,27.73949
en,Q484725,Alborz,2,36.075833,51.796111
en,Q486329,Fergana,2,40.386388888889,71.786388888889
en,Q60654,Gypjak,2,38,58.250555555556
en,Q8553,Morghab River,2,38.0601,61.3389
en,Q1983850,Tejen,2,37.38338,60.50545
en,Q35883,Aral Sea,2,45,60
en,Q168159,Anglesey,2,53.293975,-4.376728
en,Q1675,Aare,2,47.605555555556,8.2233333333333
en,Q781855,Parnitha,2,38.1734,23.7174
en,Q1057414,Trachis,2,38.79025,22.434944444444444
en,Q123738,Hyde Park,2,51.50861111111111,-0.1636111111111111
en,Q14317,Oviedo,2,43.3625,-5.8502777777778
en,Q183551,Waterford,2,52.2583,-7.119
en,Q782981,Rydal Mount,2,54.4487,-2.9824
en,Q4018,Navarre,2,42.816666666667,-1.65
en,Q456,Lyon,2,45.758888888889,4.8413888888889
en,Q1867307,Lochaline,2,56.539,-5.779
en,Q995231,Long Branch,2,40.2954,-73.9899
en,Q1556007,White Mountains,2,44.27,-71.31
en,Q290097,Baia,2,40.816666666667,14.069722222222
en,Q79875,Mobile,2,30.727669444444,-88.052672222222
en,Q181476,Cotopaxi volcano,2,-0.68055555555556,-78.437777777778
en,Q14299,Douro,2,41.14,-8.66
en,Q973,Ob,2,66.3802,71.7787
en,Q54264,Newport,2,41.488002,-71.312622
en,Q486306,Pensacola,2,30.421388888888888,-87.21722222222222
en,Q1441345,Albemarle Sound,2,36.0652,-76.06453
en,Q841766,Pamlico River,2,35.3183,-76.4328
en,Q851368,Oconee River,2,31.9598,-82.5432
en,Q1932484,Narragansett,2,41.45,-71.449444444444
en,Q172572,Rubicon,2,44.168045,12.44327
en,Q138518,Princeton,2,40.352222222222,-74.656944444444
en,Q876191,Peekskill,2,41.288888888889,-73.92
en,Q1376743,Gloucester Point,2,37.27,-76.4986
en,Q142160,Bogan Shire,2,-31.566666666667,147.2
en,Q204347,Maritsa,2,40.738055555556,26.030555555556
en,Q2082231,Lake Mariout,2,31.153056,29.898611
en,Q4204,Black Forest,2,48.3,8.15
en,Q828729,Sausalito,2,37.857777777778,-122.49027777778
en,Q897175,Braemar,2,57.01,-3.4
en,Q23129,Herefordshire,2,52.083333333333,-2.75
en,Q2005808,Uley,2,51.683961111111,-2.30515
en,Q5477996,Framilode,2,51.791666666666664,-2.3719444444444444
en,Q771986,Chepstow,2,51.641944444444,-2.675
en,Q7191844,Piercefield House,2,51.6579,-2.68359
en,Q744944,Raglan,2,51.7649,-2.85
en,Q7281472,Radnor,2,50.2525,-5.21389
en,Q2290320,Euston,2,52.375,0.786
en,Q23247,Belgirate,2,45.8444288,8.57785295
en,Q234735,Meudon,2,48.8075,2.2402777777778
en,Q189153,Saint-Cloud,2,48.846388888889,2.2152777777778
en,Q1707,Kiel,2,54.323333333333,10.139444444444
en,Q777907,Shenandoah River,2,39.3225,-77.727777777778
en,Q213180,Maidstone,2,51.271666666667,0.52944444444444
en,Q1145030,Cape Guardafui,2,11.833333333333,51.366666666667
en,Q2257429,Faro Point,2,38.26472222,15.65083333
en,Q166479,St Kilda,2,57.815,-8.5875
en,Q134674,Bayonne,2,43.4925,-1.4763888888889
en,Q1070474,Cherwell,2,51.7422,-1.24833
en,Q846514,Netley Abbey,2,50.87888888888889,-1.3575
en,Q377802,Arwad,2,34.856111111111,35.858333333333
en,Q189383,Damietta,2,31.416666666666668,31.82138888888889
en,Q3747483,fountain of Arethusa,2,37.0573,15.2929
en,Q486100,Anapo,2,37.0113,15.1721
en,Q373189,Bithynia,2,40.5,31
en,Q3073271,Flamborough Head,2,54.11599,-0.08305
en,Q641203,Armorica,2,48.16666667,-1
en,Q214069,Unterwalden,2,46.87,8.31
en,Q807,Lausanne,2,46.533333333333,6.6333333333333
en,Q208209,Penzance,2,50.12139,-5.53685
en,Q2240982,Blagdon,2,51.327,-2.717
en,Q8818,Valencia,2,39.47,-0.3763888888888889
en,Q2609579,Ditton,2,51.29485,0.4519
en,Q80563,Amalfi,2,40.633333333333,14.602777777778
en,Q218016,Zoara,2,31.046944444444,35.5025
en,Q688549,Saint-Gotthard Massif,2,46.641111111111,8.4183333333333
en,Q615109,Duffel,2,51.09583333333333,4.506111111111111
en,Q279,Modena,2,44.64582,10.92572
en,Q13142,Fano,2,43.843530555556,13.019755555556
en,Q124184,Mayfair,2,51.51027777777778,-0.14722222222222223
en,Q29371,Asolo,2,45.8,11.916666666667
en,Q1027996,Tiverton,2,41.62594,-71.21338
en,Q2001670,Ossining,2,41.165277777778,-73.856666666667
en,Q4781805,Tappan Zee,2,41.0131,-73.8913
en,Q742538,Plataea,2,38.22136,23.27388
en,Q1021662,Gibeah,2,31.823372222222,35.23115
en,Q1068297,Chattahoochee River,2,34.82423,-83.791402
en,Q160570,Friuli,2,46.166388888889,13
en,Q51177,Basilica of Santa Croce,2,43.76845,11.26274
en,Q1235462,Velino,2,42.55,12.716667
en,Q190187,Sintra,2,38.797361111111,-9.3904166666667
en,Q14305,Guadiana,2,37.1685,-7.3959
en,Q144268,La Albuera,2,38.7161343,-6.8239504
en,Q123947,Highgate,2,51.5716,-0.1448
en,Q782278,Nafpaktos,2,38.391666666667,21.8275
en,Q3566421,Acarnanian Mountains,2,38.75805556,20.99388889
en,Q103251,Macedonia,2,41.32925475068105,22.5086210752146
en,Q868332,Capo Colonna,2,39.02944444,17.205
en,Q3104,Koblenz,2,50.359722222222,7.5977777777778
en,Q1829,Kaliningrad,2,54.716666666667,20.5
en,Q2119,Mannheim,2,49.48777777777778,8.466111111111111
en,Q33444372,Hellevoetsluis,2,51.833330555555555,4.133330555555555
en,Q2777835,Shooter's Hill,2,51.4691,0.0669
en,Q146696,Kennington,2,51.4813,-0.1197
en,Q210118,Gulf of Lion,2,42.996388888889,4.0002777777778
en,Q11125,Lugo,2,43.011666666667,-7.5572222222222
en,Q20168,Marmora,2,44.466666666667,7.1
en,Q954866,Koroni,2,36.79694444444444,21.956944444444446
en,Q208319,Hydra,2,37.335,23.4725
en,Q200200,Assur,2,35.456666666667,43.2625
en,Q565751,Epirus,2,39.23651,20.71472
en,Q133123,Patras,2,38.25,21.733333333333
en,Q13359059,Mount Diablo,2,37.881697781,-121.914154997
en,Q7797057,Thousand Oaks,2,37.8956,-122.279
en,Q1534757,Mount Saint Helena,2,38.669333333333,-122.63355
en,Q4939457,Bolinas Lagoon,2,37.91826,-122.6811
en,Q2100738,Point Bonita Lighthouse,2,37.815569,-122.529604
en,Q1458,Calabria,2,39,16.5
en,Q2140691,Algoma District,2,48,-84.5
en,Q24654479,Loch Buie,2,56.337901,-5.883661
en,Q1143317,Cuillin,2,57.2,-6.2
en,Q179046,Fatehpur Sikri,2,27.091111111111,77.661111111111
en,Q711,Mongolia,2,46,105
en,Q944300,Nantucket Sound,2,41.33346,-70.24946
en,Q6901764,Monomoy Island,2,41.55,-70
en,Q156882,Samos,2,37.75,26.8333
en,Q173082,Dacia,2,45.7,26.5
en,Q6509370,Lealholm,2,54.4589,-0.825069
en,Q2290611,Sittendorf,2,51.4353,11.1014
en,Q150907,Franconia,2,49.816,10.865
en,Q60976802,Hakel,2,51.88531,11.37783
en,Q12303,Jerez de la Frontera,2,36.7,-6.1166666666667
en,Q178663,Meknes,2,33.883333333333,-5.55
en,Q207639,Chichester,2,50.8365,-0.7792
en,Q2087445,Ponsonby,2,54.4301,-3.46452
en,Q12278941,Vale of White Horse,2,51.61667,-1.51667
en,Q1238790,River Exe,2,50.614722222222,-3.425
en,Q99755622,Whitehorse Hill,2,51.577777777777776,-1.5661111111111112
en,Q987745,Swords,2,53.4597,-6.2181
en,Q1998354,Hoxton,2,51.534,-0.085
en,Q3641737,Bolingbroke,2,53.1666,0.016015
en,Q775299,Chippenham,2,51.4585,-2.1158
en,Q2292350,Bantry Bay,2,51.65,-9.71666667
en,Q242533,Civitavecchia,2,42.1,11.8
en,Q550215,Pincian Hill,2,41.911763,12.479653
en,Q47510,Porlezza,2,46.033333333333,9.1333333333333
en,Q736439,Ramsgate,2,51.343911111111,1.4040305555556
en,Q895103,Boulogne,2,47.06805556,-1.67611111
en,Q173063,Castile,2,42.35,-3.81666667
en,Q354289,Uist,2,57.446,-7.32
en,Q614840,River Annan,2,54.968222222222,-3.2648611111111
en,Q2405266,Buscot,2,51.677,-1.667
en,Q1472049,Salisbury Plain,2,51.155,-1.809
en,Q188313,Blackburn,2,53.7449,-2.4769
en,Q2282115,Gretna,2,54.994,-3.062
en,Q59419991,Shelburne,2,52.241349,-6.8893613
en,Q1892770,North Wales,2,52.937,-3.659
en,Q513,Mount Everest,2,27.9882361,86.9250181
en,Q8519110,Roseberry Topping,2,54.5054,-1.10736
en,Q2094727,Thame,2,51.75,-0.97
en,Q184618,County Tipperary,2,52.666666666667,-7.8333333333333
en,Q59728392,Aughrim,2,53.3173913,-8.3406481
en,Q3067133,Fastnet Lighthouse,2,51.38777778,-9.60305556
en,Q1761611,Shehy Mountains,2,51.8667,-9.4428
en,Q7837347,Trebarwith,2,50.641666666666666,-4.75
en,Q641921,Watchet,2,51.1795,-3.3242
en,Q1255597,Rock of Cashel,2,52.52,-7.89
en,Q206942,Lough Neagh,2,54.618333333333,-6.3952777777778
en,Q111471,Dál Riata,2,56.086135,-5.478313
en,Q1478931,Mourne Mountains,2,54.166666666667,-6.0833333333333
en,Q743542,Slemish,2,54.881944444444,-6.0969444444444
en,Q1778869,Slane,2,53.7086,-6.5434
en,Q1478911,Mount Brandon,2,52.234,-10.254
en,Q4860175,Bardney Abbey,2,53.2204,-0.3336
en,Q59174,Capernaum,2,32.881111111111,35.575
en,Q666887,Farne Islands,2,55.622,-1.628
en,Q782155,Jarrow,2,54.98138888888889,-1.49
en,Q6901020,Monkwearmouth,2,54.9146,-1.3825
en,Q590422,Isle of Thanet,2,51.35,1.3833333333333
en,Q1752642,Thanet,2,51.36888888888889,1.4188888888888889
en,Q1540243,River Stour,2,51.313217,1.364409
en,Q507517,Rochester,2,51.38764,0.50546
en,Q2098141,Lastingham,2,54.304,-0.882
en,Q1216412,Lammermuirs,2,55.833333333333,-2.7333333333333
en,Q1486,Buenos Aires,2,-34.599722222222,-58.381944444444
en,Q122566395,Shehawken,2,41.8895292,-75.392955
en,Q1855211,Valley Forge,2,40.0969,-75.4392
en,Q1030579,Festubert,2,50.543333333333,2.7366666666667
en,Q1860807,St Helens,2,50.697980555556,-1.1123694444444
en,Q2335054,Whittlesey,2,52.556680555556,-0.13071944444444
en,Q2006436,Kirdford,2,51.029880555556,-0.54965
en,Q1025076,Keswick,2,54.5999,-3.1293
en,Q3676049,Loch Lubnaig,2,56.291638,-4.294395
en,Q92615,Strathspey,2,57.45,-3.3
en,Q45850,Badenoch,2,57.19,-3.83
en,Q18426,The Bronx,2,40.84676,-73.873207
en,Q333711,Mount Lebanon,2,34.29971944444444,36.11638888888889
en,Q23135,Worcestershire,2,52.2,-2.1666666666667
en,Q11794576,Oakridge,2,51.73,-2.12
en,Q5318857,Dymock,2,51.9786,-2.43774
en,Q2626104,Elsfield,2,51.788,-1.219
en,Q1126099,Coniston Water,2,54.35,-3.0666666666667
en,Q573071,Dumbleton,2,52.0224,-1.97809
en,Q301833,Cotswolds,2,51.8,-2.0333333333333
en,Q2236150,Sapperton,2,51.731,-2.077
en,Q6859346,Millers Dale,2,53.2538,-1.76164
en,Q1026871,Winchelsea,2,50.925,0.7083333333333334
en,Q3398360,Port Hudson,2,30.6781,-91.2689
en,Q7088867,Olustee,2,30.2039,-82.4289
en,Q3364045,Fort Pillow State Park,2,35.636111,-89.842222
en,Q178093,Poughkeepsie,2,41.705277777778,-73.930555555556
en,Q118958,Leuven,2,50.8775,4.704444
en,Q49179,Worcester,2,42.271388888889,-71.798888888889
en,Q1004666,Fars Province,2,29.625,52.531666666666666
en,Q3458122,Keeseville,2,44.5,-73.4833
en,Q7348710,Upper Saranac Lake,2,44.2925,-74.325555555556
en,Q2037122,Follansbee,2,40.333055555556,-80.594166666667
en,Q4937311,Bog River,2,44.1287,-74.5449
en,Q1567768,Port of Boston,2,42.373212,-71.055551
en,Q2653611,Penmaenmawr,2,53.27,-3.928
en,Q949583,Denver City,2,32.968611111111,-102.83111111111
en,Q49220,Fremont,2,37.543055555556,-121.98277777778
en,Q2838,Oberhausen,2,51.4699,6.8514
en,Q748443,Kalverstraat,2,52.369722,4.891111
en,Q65254586,15th Street,2,40.73666780043184,-73.99315869147415
en,Q149942,Primrose Hill,2,51.5396,-0.1608
en,Q1646181,Worcester,2,52.19111111111111,-2.2205555555555554
en,Q2778973,River Darent,2,51.4799,0.220133
en,Q81178,Baffin Island,2,69,-72
en,Q84170,Labrador Peninsula,2,55,-69
en,Q3960,Australian continent,2,-26,141
en,Q7205900,Pumlumon Fawr,2,52.4675,-3.7828
en,Q1199,Hesse,2,50.60802777777778,9.028472222222222
en,Q8257871,Boeotia Regional Unit,2,38.4167,23.0833
en,Q962,Benin,2,8.8333333333333,2.1833333333333
en,Q664609,Caribbean,2,15,-73
en,Q1595409,Muskingum River,2,39.409166666667,-81.456111111111
en,Q462239,Pillnitz Castle,2,51.0089,13.8702
en,Q105441,Lunenburg,2,44.376111111111,-64.309166666667
en,Q2361392,Tooting,2,51.428,-0.165
en,Q59457,Xivray-et-Marvoisin,2,48.864722222222,5.7436111111111
en,Q1089844,Cantigny,2,49.663333333333,2.4922222222222
en,Q12191,Nantes,2,47.217222222222,-1.5538888888889
en,Q676689,Gravesend,2,51.441666666667,0.36861111111111
en,Q1011096,Deal,2,51.2226,1.4006
en,Q124237,Pentonville,2,51.535,-0.1031
en,Q2306199,Hooe,2,50.87,0.4
en,Q1679519,Jacob's Well,2,32.209447222222,35.285430555556
en,Q1261392,Drury Lane,2,51.515,-0.12277777777778
en,Q1422687,Genesee River,2,43.2583951,-77.6022239
en,Q1545321,Lake Pepin,2,44.4982,-92.3013
en,Q4320729,Nicollet Island,2,44.9874654,-93.2635584
en,Q23337,Salt Lake City,2,40.75,-111.88333333333
en,Q208262,Eastbourne,2,50.766389,0.286111
en,Q736,Ecuador,2,-1,-78
en,Q980,Bavaria,2,49.07861111111111,11.385555555555555
en,Q672948,Leven,2,56.195,-2.99417
en,Q489088,Brule County,2,43.72,-99.06
en,Q5728524,Bijou Hills,2,43.5178,-99.1472
en,Q3238418,Torreón,2,25.166666666666668,-103.26666666666667
en,Q1787489,Tongue River,2,46.409166666667,-105.86666666667
en,Q5189081,Crow Creek Indian Reservation,2,44.128888888889,-99.473888888889
en,Q1212,Montana,2,47,-110
en,Q2914898,Tel Jezreel,2,32.557852777778,35.327952777778
en,Q2733768,Athelhampton,2,50.7476,-2.3267
en,Q3905049,Pilsdon Pen,2,50.80647,-2.83443
en,Q5468,Durban,2,-29.858333333333,31.025
en,Q579236,Melbury Bubb,2,50.855,-2.577
en,Q172157,Winchester,2,51.063333333333,-1.3086111111111
en,Q7593881,St Juliot,2,50.707,-4.642
en,Q1401168,River Valency,2,50.6916,-4.7004
en,Q8537896,Toller Down,2,50.8253,-2.6856
en,Q1645483,Parthia,2,33.09361111,44.58083333
en,Q181314,Wavre,2,50.716666666667,4.6
en,Q169948,Yuba City,2,39.134722222222,-121.62611111111
en,Q166131,Antilles,2,18.2176,-67.8639
en,Q30066083,Aptos Creek,2,36.96967,-121.90607
